Order ID,Region,Category,Date,Revenue,Cost,Discount,Units Sold,Profit
ORD-000099,West,Electronics,2024-01-23,499.91,312.38,0.22,2,187.53
ORD-000100,West,Furniture,2024-01-15,1068.89,815.23,0.32,5,253.66
ORD-000101,West,Furniture,2024-01-15,655.71,436.35,0.29,4,219.36
ORD-000102,West,Furniture,2024-01-04,194.97,147.23,0.02,1,47.74
ORD-000103,West,Electronics,2024-01-10,636.0,385.83,0.26,3,250.17
ORD-000104,West,Electronics,2024-01-24,551.61,339.63,0.05,3,211.98
ORD-000105,West,Clothing,2024-01-04,168.16,111.15,0.35,4,57.01
ORD-000106,West,Clothing,2024-01-09,190.33,118.82,0.14,3,71.51
ORD-000107,West,Clothing,2024-01-01,131.95,78.92,0.06,2,53.03
ORD-000108,West,Electronics,2024-01-24,802.48,516.94,0.29,3,285.54
ORD-000109,West,Groceries,2024-01-04,165.69,119.08,0.03,4,46.61
ORD-000110,West,Clothing,2024-01-13,72.39,39.37,0.06,1,33.02
ORD-000111,West,Groceries,2024-01-02,145.02,101.6,0.17,5,43.42
ORD-000112,West,Furniture,2024-01-14,655.15,428.09,0.3,4,227.06
ORD-000113,West,Clothing,2024-01-19,174.61,110.46,0.02,3,64.15
ORD-000114,West,Furniture,2024-01-16,779.59,589.03,0.17,4,190.56
ORD-000115,West,Clothing,2024-01-24,237.5,155.3,0.21,4,82.2
ORD-000116,West,Groceries,2024-01-10,62.92,45.29,0.32,2,17.63
ORD-000117,West,Clothing,2024-01-05,133.69,73.5,0.01,2,60.19
ORD-000118,West,Groceries,2024-01-13,143.19,108.21,0.0,4,34.98
ORD-000119,West,Electronics,2024-01-20,225.07,159.84,0.22,1,65.23
ORD-000120,West,Furniture,2024-01-22,940.12,690.54,0.34,5,249.58
ORD-000121,West,Clothing,2024-01-25,196.11,123.2,0.15,3,72.91
ORD-000122,West,Furniture,2024-01-19,1091.96,851.05,0.1,5,240.91
ORD-000123,West,Clothing,2024-01-21,285.12,153.95,0.01,5,131.17
ORD-000124,West,Clothing,2024-01-14,330.73,194.94,0.34,5,135.79
ORD-000125,West,Furniture,2024-01-23,209.74,148.17,0.28,1,61.57
ORD-000126,West,Groceries,2024-01-24,110.8,79.23,0.02,3,31.57
ORD-000127,West,Electronics,2024-01-19,927.24,628.6,0.3,5,298.64
ORD-000128,West,Clothing,2024-01-23,123.53,68.68,0.22,2,54.85
ORD-000129,West,Groceries,2024-01-01,108.44,83.49,0.01,3,24.95
ORD-000130,West,Furniture,2024-01-26,847.9,553.17,0.3,4,294.73
ORD-000131,West,Furniture,2024-01-24,685.82,488.55,0.14,4,197.27
ORD-000132,West,Electronics,2024-01-25,577.46,329.81,0.12,3,247.65
ORD-000133,West,Clothing,2024-01-23,230.28,130.1,0.14,3,100.18
ORD-000134,West,Electronics,2024-01-17,178.74,110.61,0.32,1,68.13
ORD-000135,West,Furniture,2024-01-04,439.77,274.16,0.07,2,165.61
ORD-000136,West,Electronics,2024-01-13,449.47,274.72,0.15,2,174.75
ORD-000137,West,Groceries,2024-01-22,157.04,109.81,0.31,5,47.23
ORD-000138,West,Electronics,2024-01-10,699.31,447.61,0.26,3,251.7
ORD-000139,West,Furniture,2024-01-19,660.89,431.58,0.11,4,229.31
ORD-000140,West,Electronics,2024-01-25,460.81,297.24,0.28,2,163.57
ORD-000141,West,Clothing,2024-01-13,258.69,172.35,0.24,4,86.34
ORD-000142,West,Clothing,2024-01-26,227.78,125.02,0.2,4,102.76
ORD-000143,West,Electronics,2024-01-19,627.2,399.82,0.15,3,227.38
ORD-000144,West,Electronics,2024-01-27,996.11,562.17,0.09,5,433.94
ORD-000145,West,Electronics,2024-01-13,1073.77,651.19,0.02,5,422.58
ORD-000146,North,Furniture,2024-01-02,640.43,414.48,0.11,4,225.95
ORD-000147,North,Furniture,2024-01-12,359.41,226.81,0.3,2,132.6
ORD-000148,North,Electronics,2024-01-15,190.13,115.91,0.15,1,74.22
ORD-000149,North,Clothing,2024-01-24,177.93,101.2,0.08,3,76.73
ORD-000150,North,Furniture,2024-01-20,1072.49,716.66,0.33,5,355.83
ORD-000151,North,Electronics,2024-01-13,696.44,404.85,0.02,3,291.59
ORD-000152,North,Electronics,2024-01-26,224.21,131.65,0.01,1,92.56
ORD-000153,North,Electronics,2024-01-18,992.41,641.32,0.21,4,351.09
ORD-000154,North,Groceries,2024-01-01,117.41,89.17,0.06,3,28.24
ORD-000155,North,Clothing,2024-01-24,300.41,196.84,0.16,5,103.57
ORD-000156,North,Clothing,2024-01-28,343.82,220.01,0.11,5,123.81
ORD-000157,North,Clothing,2024-01-17,69.71,40.57,0.11,1,29.14
ORD-000158,North,Electronics,2024-01-01,888.05,498.15,0.06,5,389.9
ORD-000159,North,Clothing,2024-01-20,369.17,209.68,0.31,5,159.49
ORD-000160,North,Furniture,2024-01-04,368.87,269.21,0.06,2,99.66
ORD-000161,North,Furniture,2024-01-28,178.9,109.99,0.35,1,68.91
ORD-000162,North,Furniture,2024-01-04,370.91,282.51,0.19,2,88.4
ORD-000163,North,Clothing,2024-01-08,54.86,33.37,0.1,1,21.49
ORD-000164,North,Clothing,2024-01-24,295.62,179.85,0.08,5,115.77
ORD-000165,North,Groceries,2024-01-08,158.12,118.22,0.14,5,39.9
ORD-000166,North,Clothing,2024-01-21,205.4,129.81,0.34,3,75.59
ORD-000167,North,Furniture,2024-01-15,878.44,656.48,0.18,5,221.96
ORD-000168,North,Furniture,2024-01-03,934.27,634.51,0.24,5,299.76
ORD-000169,North,Electronics,2024-01-27,415.31,244.59,0.3,2,170.72
ORD-000170,North,Groceries,2024-01-06,54.3,42.36,0.31,2,11.94
ORD-000171,North,Furniture,2024-01-15,624.7,459.96,0.27,3,164.74
ORD-000172,North,Furniture,2024-01-03,515.94,391.67,0.28,3,124.27
ORD-000173,North,Electronics,2024-01-06,274.27,154.03,0.34,1,120.24
ORD-000174,North,Furniture,2024-01-21,889.98,604.37,0.11,5,285.61
ORD-000175,North,Clothing,2024-01-17,165.35,100.74,0.33,3,64.61
ORD-000176,North,Furniture,2024-01-06,180.67,122.67,0.05,1,58.0
ORD-000177,North,Electronics,2024-01-20,348.74,246.21,0.09,2,102.53
ORD-000178,North,Electronics,2024-01-22,666.68,400.75,0.07,3,265.93
ORD-000179,North,Electronics,2024-01-15,615.27,368.06,0.02,3,247.21
ORD-000180,North,Furniture,2024-01-27,181.37,126.28,0.04,1,55.09
ORD-000181,North,Electronics,2024-01-09,217.29,150.78,0.32,1,66.51
ORD-000182,North,Groceries,2024-01-28,121.63,80.39,0.05,4,41.24
ORD-000183,North,Electronics,2024-01-16,325.89,224.57,0.22,2,101.32
ORD-000184,North,Furniture,2024-01-05,542.51,346.8,0.3,3,195.71
ORD-000185,North,Furniture,2024-01-21,571.94,386.12,0.14,3,185.82
ORD-000186,North,Clothing,2024-01-22,72.6,47.81,0.04,1,24.79
ORD-000187,North,Groceries,2024-01-03,141.18,113.0,0.06,4,28.18
ORD-000188,North,Furniture,2024-01-13,167.05,122.4,0.3,1,44.65
ORD-000189,North,Groceries,2024-01-10,149.18,103.34,0.09,4,45.84
ORD-000190,North,Electronics,2024-01-27,223.17,151.42,0.18,1,71.75
ORD-000191,South,Furniture,2024-01-16,350.1,222.1,0.04,2,128.0
ORD-000192,South,Groceries,2024-01-14,42.65,28.89,0.19,1,13.76
ORD-000193,South,Electronics,2024-01-08,246.28,141.97,0.32,1,104.31
ORD-000194,South,Electronics,2024-01-18,1270.42,787.75,0.19,5,482.67
ORD-000195,South,Electronics,2024-01-28,1151.72,775.05,0.16,5,376.67
ORD-000196,South,Electronics,2024-01-26,956.78,541.31,0.12,5,415.47
ORD-000197,South,Clothing,2024-01-18,239.94,152.86,0.07,4,87.08
ORD-000198,South,Groceries,2024-01-13,103.63,67.2,0.35,3,36.43
ORD-000199,South,Electronics,2024-01-02,1229.04,710.38,0.05,5,518.66
ORD-000200,South,Clothing,2024-01-12,193.83,110.15,0.25,3,83.68
